ID,Image,Name(Kanji),Name(Hiragana),Name(Romaji),Localised Name,Nickname,Gender,Passive ID,Role,Game,Position,Alt Position,Element,Preferred Playstyle,Kick,Control,Technique,Pressure,Physical,Agility,Intelligence,Total Stats
4377,,剛陣 鉄之助,ごうじん てつのすけ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4378,,海腹 のりか,うみはら のりか,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4379,,日和 正勝,ひより まさかつ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4380,,奥入 祐,おくいり ひろ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4381,,道成 達巳,みちなり たつみ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4382,,万作 雄一郎,まんさく ゆういちろう,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4383,,岩戸 高志,いわと たかし,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4384,,氷浦 貴利名,ひうら きりな,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4385,,服部 半太,はっとり はんた,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4386,,趙 金雲,チョウ キンウン,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4387,,神門 杏奈,みかど あんな,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4388,,大谷 つくし,おおたに つくし,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4389,,天野 政道,あまの まさみち,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4390,,古都野 富夫,ことの とみお,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4391,,白鳥 つむき,しらとり つむき,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4392,,八木原 克己,やぎはら かつみ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4393,,水神矢 成龍,みずかみや せいりゅう,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4394,,双子玉川 哲也,ふたごたまがわ てつや,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4395,,魚島 鮫治,うおしま さめはる,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4396,,早乙女 聖也,さおとめ せいや,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4397,,佐曽塚 瑛士,さそつか えいじ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4398,,折緒 冬輝,おりお ふゆき,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4399,,灰崎 凌兵,はいざき りょうへい,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4400,,鬼道 有人,きどう ゆうと,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4401,,？？？,,,???,,,#N/A,,,,,,,?,?,?,?,?,?,?,0
4402,,志士谷 雄介,ししたに ゆうすけ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4403,,？？？,,,???,,,#N/A,,,,,,,?,?,?,?,?,?,?,0
4404,,？？？,,,???,,,#N/A,,,,,,,?,?,?,?,?,?,?,0
4405,,久遠 道也,くどう みちや,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4406,,巻原 英司,まきはら えいじ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4407,,音無 春奈,おとなし はるな,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4408,,西蔭 政也,にしかげ せいや,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4409,,道場 敦教,みちば あつのり,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4410,,香坂 蘭人,こうさか らんと,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4411,,桜庭 春樹,さくらば はるき,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4412,,花咲 泰全,はなさき たいぜん,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4413,,奥野 細道,おくの ほそみち,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4414,,谷崎 義弥,たにざき よしや,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4415,,丘野 康介,おかの こうすけ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4416,,草加 玄,くさか げん,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4417,,野坂 悠馬,のさか ゆうま,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4418,,葉音 一矢,はおと いちや,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4419,,竹見 幸助,たけみ こうすけ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4420,,？？？,,,???,,,#N/A,,,,,,,?,?,?,?,?,?,?,0
4421,,椎名 壱成,しいな いっせい,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4422,,？？？,,,???,,,#N/A,,,,,,,?,?,?,?,?,?,?,0
4423,,？？？,,,???,,,#N/A,,,,,,,?,?,?,?,?,?,?,0
4424,,嵐 新次郎,あらし しんじろう,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4425,,城西 健人,じょうさい けんと,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4426,,前野 大豊,まえの たいほう,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4427,,平田 泰造,ひらた たいぞう,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4428,,盛上 モコ,もりあがり もこ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4429,,万里 長嶺,ばんり ながみね,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4430,,武六 積夫,ぶろく つみお,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4431,,盾野 達夫,たての たつお,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4432,,鉄豪士 小五郎,てつごうし こごろう,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4433,,宇郷 猿吉,うごう さるきち,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4434,,岩垣 登郎,いわがき のぼろう,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4435,,石壁 ヤモリ,いしかべ やもり,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4436,,壁山 塀吾郎,かべやま へいごろう,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4437,,？？？,,,???,,,#N/A,,,,,,,?,?,?,?,?,?,?,0
4438,,？？？,,,???,,,#N/A,,,,,,,?,?,?,?,?,?,?,0
4439,,？？？,,,???,,,#N/A,,,,,,,?,?,?,?,?,?,?,0
4440,,？？？,,,???,,,#N/A,,,,,,,?,?,?,?,?,?,?,0
4441,,齋藤 岩石,さいとう がんせき,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4442,,細井 長夫,ほそい ながお,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4443,,山城 きずく,やましろ きずく,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4444,,大御所 館,おおごしょ やかた,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4445,,西垣 守,にしがき まもる,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4446,,女川 映日,めがわ あきひ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4447,,光宗 団,みつむね だん,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4448,,黒部 立樹,くろべ りつき,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4449,,跳山 段,とびやま だん,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4450,,屋形 直人,やかた なおと,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4451,,茂木 沙樹都,もぎ さきと,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4452,,武方 勝,むかた まさる,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4453,,武方 友,むかた とも,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4454,,武方 努,むかた つとむ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4455,,豪炎寺 修也,ごうえんじ しゅうや,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4456,,水戸 安登未,みと あとみ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4457,,星乃 円,ほしの まどか,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4458,,丹波 鈴,たんば すず,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4459,,小間 直,おま なお,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4460,,弘山 誘,ひろやま ゆう,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4461,,花岡 強,はなおか つよし,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4462,,室伏 恐,むろぶし きょう,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4463,,稲田 則,いなだ のり,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4464,,瀬川 電,せがわ でん,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4465,,藤丸 啓,ふじまる けい,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4466,,江波 満,えなみ みちる,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4467,,山岸 迫,やまぎし せり,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4468,,大部 信,おおべ しん,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4469,,下鶴 改,しもづる あらた,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4473,,？？？,,,???,,,#N/A,,,,,,,?,?,?,?,?,?,?,0
4474,,？？？,,,???,,,#N/A,,,,,,,?,?,?,?,?,?,?,0
4476,,？？？,,,???,,,#N/A,,,,,,,?,?,?,?,?,?,?,0
4477,,我野 革命,わがの かくめい,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4478,,機械 八太郎,きかい やったろう,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4479,,源田 幸次郎,げんだ こうじろう,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4480,,大野 伝助,おおの でんすけ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4481,,万丈 一道,ばんじょう かずみち,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4482,,成神 健也,なるかみ けんや,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4483,,五条 勝,ごじょう まさる,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4484,,辺見 渡,へんみ わたる,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4485,,咲山 修二,さきやま しゅうじ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4486,,洞面 秀一郎,どうめん しゅういちろう,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4487,,寺門 大貴,じもん だいき,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4488,,佐久間 次郎,さくま じろう,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4489,,風丸 一郎太,かぜまる いちろうた,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4491,,湿川 陰,しめりがわ かげる,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4492,,不動 明王,ふどう あきお,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4494,,影山 零治,かげやま れいじ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4495,,皇寺 銀兵,こうでら ぎんぺい,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4496,,歩星 呑二,ぽせい どんじ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4497,,阿保露 光,あぽろ ひかる,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4498,,派手野 哲,はでの てつ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4499,,荒須 乱,あれす らん,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4500,,手魚 激,でいお げき,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4501,,在手 実弓,あるて さねき,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4502,,経目 須商,へるめ まつあき,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4503,,明天名 智,あてな とも,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4504,,出右手 豊,でめて ゆたか,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4505,,亜風炉 照美,あふろ てるみ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4506,,経流背 有珠,へるせ ありす,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4507,,松坂 キヨ,まつざか きよ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4508,,牛島 育郎,うしじま いくろう,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4509,,函田 鉄,はこだ てつ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4510,,真都路 珠香,まとろ じゅか,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4511,,押矢 万部,おしや まんべ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4512,,目深 宗司,まぶか そうじ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4513,,雪野 星也,ゆきの せいや,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4514,,荒谷 紺子,あらや こんこ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4515,,居屋 真降,いや まふる,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4516,,空野 礼文,そらの れぶん,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4517,,吹雪 士郎,ふぶき しろう,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4518,,吹雪 アツヤ,ふぶき あつや,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4519,,喜多海 流,きたみ りゅう,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4520,,氷上 烈斗,ひょうじょう れつと,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4521,,白兎屋 なえ,しらとや なえ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4522,,染岡 竜吾,そめおか りゅうご,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4523,,白兎屋 甘兵衛,しらとや かんべえ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4524,,丘峰 寒名,おかみね かんな,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4525,,砂木沼 治,さぎぬま おさむ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4526,,蟹目 出郎,かにめ いでろう,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4527,,倉掛 クララ,くらかけ くらら,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4528,,緑川 リュウジ,みどりかわ りゅうじ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4529,,本場 激,ほんば げき,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4530,,八神 玲名,やがみ れいな,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4531,,熱波 夏彦,ねつは なつひこ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4532,,南雲 晴矢,なぐも はるや,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4533,,涼野 風介,すずの ふうすけ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4534,,基山 タツヤ,きやま たつや,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4535,,吉良 ヒロト,きら ひろと,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4536,,武藤 論,むとう さとし,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4537,,瀬方 隆一郎,せがた りゅういちろう,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4538,,薔薇園 華,ばらぞの はな,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4539,,吉良 瞳子,きら ひとみこ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4540,,円堂 守,えんどう まもる,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4541,,坂野上 昇,さかのうえ のぼる,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4542,,金城 光成,かねしろ みつなり,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4543,,簑島 俊哉,みのしま としや,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4544,,橋屋 耕作,はしや こうさく,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4545,,六豹 条,むひょう じょう,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4546,,玄場 幸治,げんば こうじ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4547,,段 哲夫,だん てつお,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4548,,田植 郁人,たのうえ いくと,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4549,,下町 駆,しもまち かける,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4550,,要 瑞保,かなめ みずほ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4551,,狸ヶ原 ぽん子,たぬきがはら ぽんこ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4552,,？？？,,,???,,,#N/A,,,,,,,?,?,?,?,?,?,?,0
4553,,？？？,,,???,,,#N/A,,,,,,,?,?,?,?,?,?,?,0
4554,,？？？,,,???,,,#N/A,,,,,,,?,?,?,?,?,?,?,0
4555,,？？？,,,???,,,#N/A,,,,,,,?,?,?,?,?,?,?,0
4556,,栗松 鉄平,くりまつ てっぺい,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4557,,半田 真一,はんだ しんいち,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4558,,松野 空介,まつの くうすけ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4559,,少林寺 歩,しょうりんじ あゆむ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4560,,宍戸 佐吉,ししど さきち,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4561,,影野 仁,かげの じん,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4562,,目金 欠流,めがね かける,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4563,,一之瀬 一哉,いちのせ かずや,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4564,,土門 飛鳥,どもん あすか,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4565,,アロンソ・フィビアーノ,あろんそ・ふぃびあーの,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4566,,オスカル・アギト,おすかる・あぎと,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4567,,フェデリコ・ダズロ,ふぇでりこ・だずろ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4568,,グレゴリオ・ハバロ,ぐれごりお・はばろ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4569,,ダニエル・マドローネ,だにえる・まどろーね,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4570,,ルーバーン・ボイク,るーばーん・ぼいく,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4571,,トランシー・コルネット,とらんしー・こるねっと,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4572,,ドネル・ゴッティ,どねる・ごってぃ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4573,,ルーサー・ファンダム,るーさー・ふぁんだむ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4574,,クラリオ・オーヴァン,くらりお・おーう゛ぁん,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4575,,ベルガモ・レグルト,べるがも・れぐると,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4576,,？？？,,,???,,,#N/A,,,,,,,?,?,?,?,?,?,?,0
4577,,？？？,,,???,,,#N/A,,,,,,,?,?,?,?,?,?,?,0
4594,,？？？,,,???,,,#N/A,,,,,,,?,?,?,?,?,?,?,0
4595,,？？？,,,???,,,#N/A,,,,,,,?,?,?,?,?,?,?,0
4596,,？？？,,,???,,,#N/A,,,,,,,?,?,?,?,?,?,?,0
4597,,？？？,,,???,,,#N/A,,,,,,,?,?,?,?,?,?,?,0
4598,,？？？,,,???,,,#N/A,,,,,,,?,?,?,?,?,?,?,0
4599,,？？？,,,???,,,#N/A,,,,,,,?,?,?,?,?,?,?,0
4600,,？？？,,,???,,,#N/A,,,,,,,?,?,?,?,?,?,?,0
4601,,？？？,,,???,,,#N/A,,,,,,,?,?,?,?,?,?,?,0
4602,,？？？,,,???,,,#N/A,,,,,,,?,?,?,?,?,?,?,0
4603,,？？？,,,???,,,#N/A,,,,,,,?,?,?,?,?,?,?,0
4604,,？？？,,,???,,,#N/A,,,,,,,?,?,?,?,?,?,?,0
4605,,？？？,,,???,,,#N/A,,,,,,,?,?,?,?,?,?,?,0
4606,,？？？,,,???,,,#N/A,,,,,,,?,?,?,?,?,?,?,0
4607,,？？？,,,???,,,#N/A,,,,,,,?,?,?,?,?,?,?,0
4608,,？？？,,,???,,,#N/A,,,,,,,?,?,?,?,?,?,?,0
4609,,？？？,,,???,,,#N/A,,,,,,,?,?,?,?,?,?,?,0
4613,,京野 球太,きょうの きゅうた,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4614,,一星 充,いちほし みつる,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4615,,一星 光,いちほし ひかる,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4616,,小僧丸 サスケ,こぞうまる さすけ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4617,,海腹 のりか,うみはら のりか,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4619,,析谷 共有,せきや ともあり,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4620,,シン・レウォン,しん・れうぉん,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4621,,ファン・ドユン,ふぁん・どゆん,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4622,,キム・ヨンウ,きむ・よんう,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4623,,ソン・ソア,そん・そあ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4624,,パク・ユファン,ぱく・ゆふぁん,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4625,,ヨン・ジフン,よん・じふん,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4626,,イ・スンジン,い・すんじん,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4627,,ソク・ミンウ,そく・みんう,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4628,,パク・ジウォン,ぱく・じうぉん,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4629,,ペク・シウ,ぺく・しう,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4630,,イ・ドンヒョク,い・どんひょく,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4631,,ホ・ウンチャン,ほ・うんちゃん,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4632,,ソン・ミンス,そん・みんす,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4633,,ハ・ジョンピョ,は・じょんぴょ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4634,,チャ・ウンス,ちゃ・うんす,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4635,,パズズ・ザハム,ぱずず・ざはむ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4636,,アガリア・レプト,あがりあ・れぷと,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4637,,デモゴルゴン・アノー,でもごるごん・あのー,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4638,,ベルフェゴール・イノス,べるふぇごーる・いのす,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4639,,アムドゥ・スキアス,あむどぅ・すきあす,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4640,,ベルゼ・ブブ,べるぜ・ぶぶ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4641,,ベリアル・ノーゼ,べりある・のーぜ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4642,,アスモ・デウス,あすも・でうす,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4645,,サタン・ゴール,さたん・ごーる,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4646,,サル・ガタナス,さる・がたなす,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4647,,アス・タロト,あす・たろと,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4648,,ルシ・ファノス,るし・ふぁのす,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
